,Norm,Value
570,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
571,959.3272568336831,"[642.2614208127906, 3.5901784042802967, 1.9573512613446977, 0.5114254946230918, -1.691525921023772, -3.805258880647129, -2.5298999643140068, 0.9101825963804338, 18.520571194206234, 1.9023877928289221, 0.5787565840396905, -0.0018351683595970183, -0.01150826360549184, 0.014581825149678762, 0.015584798919385572, 0.07352740261191264, 0.05690798352202253, 0.4102586267795991]"
572,930.6320360927522,"[642.2614293093011, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
573,930.6320475723765,"[642.2614197388601, 3.662418245525399, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
574,930.6320352026215,"[642.2614197388601, 3.662418190951115, 1.7729487125675265, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
575,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114255022439256, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
576,930.6320360926826,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128056478756, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
577,930.6320360927652,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.0377782514783185, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
578,930.6320361,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772199324574, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
579,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101826099432113, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
580,930.6320060414106,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.78040756895611, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
581,930.6320205385539,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.836933678380361, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
582,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565926638357, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
583,930.6320360806047,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827574792989744, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
584,930.6320359171904,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659039768035, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
585,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825366964889, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
586,930.6320360852898,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.01347447031633954, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
587,930.6320360621276,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502266282669, 0.05690798352202253, 0.4102586267795991]"
588,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798437001757, 0.4102586267795991]"
589,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.01075659055796604, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586328929291]"
590,884.4969685509459,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
591,896.6075171234617,"[642.2614163083056, 3.5820000077378094, 1.853342225474731, 0.5114254946230918, -1.5755662647948192, -4.324162405408951, 0.026708340740930314, 0.9101825963804338, 18.94574959539664, 2.0918355740719017, 0.5787565840396905, -0.0019917580385146677, -0.008718788364732713, 0.014581825149678762, 0.014404124952851607, 0.07620398101135115, 0.05690798352202253, 0.4102586267795991]"
592,930.6320360927253,"[642.2614197388601, 3.662418190951115, 1.7729486861485324, 0.5114254946230918, -1.6498128302320025, -4.037778311645904, -1.5633772432285937, 0.9101825963804338, 18.780407289106236, 1.8369336510079164, 0.5787565840396905, -0.0020827575103344797, -0.010756590557966038, 0.014581825149678762, 0.013474470115554289, 0.07106502160387534, 0.05690798352202253, 0.4102586267795991]"
593,884.4969685510035,"[642.261428165783, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
594,884.4969720754682,"[642.261418595342, 3.6356121840548554, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
595,884.4969681944923,"[642.261418595342, 3.635612129880013, 1.7997465594089117, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
596,884.4969685509459,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114255022439256, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
597,884.4969685509227,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639508709346, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
598,884.4969685509908,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239614643515, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
599,884.4969685509208,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333486998406567, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
600,884.4969685509459,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101826099432113, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
601,884.4969194196619,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.83552167187418, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
602,884.4969624652988,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009873344675, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
603,884.4969685509459,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565926638357, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
604,884.4969685854527,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.0020524243224777027, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
605,884.4969685276918,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.01007732301005778, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
606,884.4969685509459,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825366964889, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
607,884.4969685746595,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355266722958, 0.07277800807303395, 0.05690798352202253, 0.4102586267795991]"
608,884.4969686,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800915751077, 0.05690798352202253, 0.4102586267795991]"
609,884.4969685509459,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798437001757, 0.4102586267795991]"
610,884.4969685509459,"[642.261418595342, 3.635612129880013, 1.7997465325905986, 0.5114254946230918, -1.6250639750862748, -4.133239676233586, -1.0333487152387524, 0.9101825963804338, 18.835521391203038, 1.9219009586959115, 0.5787565840396905, -0.002052424353061209, -0.010077323160221597, 0.014581825149678762, 0.013784355061320062, 0.07277800807303395, 0.05690798352202253, 0.4102586328929291]"
611,866.2543977883488,"[642.2614166111846, 3.6289158738322307, 1.8082850828393713, 0.5114254946230918, -1.6140536856242105, -4.218002728166419, -0.49726301031812437, 0.9101825963804338, 18.908085492288006, 1.9475641873387548, 0.5787565840396905, -0.002123203688988139, -0.009999744425329788, 0.014581825149678762, 0.013004083573153451, 0.06995236924290796, 0.05690798352202253, 0.4102586267795991]"
612,834.7653059737085,"[642.2614126428697, 3.615523361736666, 1.8253621833369167, 0.5114254946230918, -1.5920331067000817, -4.387528832032085, 0.5749083995231317, 0.9101825963804338, 19.05321369445794, 1.9988906446244414, 0.5787565840396905, -0.002264762360841999, -0.00984458695554617, 0.014581825149678762, 0.011443540596820229, 0.06430109158265597, 0.05690798352202253, 0.4102586267795991]"
613,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
614,795.0088895926906,"[642.2613888329806, 3.535168289163278, 1.9278247863221896, 0.5114254946230918, -1.4599096331553096, -5.404685455226077, 7.007936858570666, 0.9101825963804338, 19.923982907477548, 2.306849388338562, 0.5787565840396905, -0.0031141143919651607, -0.008913642136844467, 0.014581825149678762, 0.0020802827388208952, 0.03039342562114409, 0.05690798352202253, 0.4102586267795991]"
615,834.7653059737078,"[642.2614126428697, 3.615523361736666, 1.825362183336917, 0.5114254946230918, -1.5920331067000815, -4.387528832032086, 0.5749083995231516, 0.9101825963804338, 19.053213694457938, 1.998890644624442, 0.5787565840396905, -0.002264762360842002, -0.009844586955546167, 0.014581825149678762, 0.011443540596820208, 0.064301091582656, 0.05690798352202253, 0.4102586267795991]"
616,792.7874775464408,"[642.2614142766807, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
617,792.7874700592932,"[642.26140470624, 3.5887383910219053, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
618,792.7874787000904,"[642.26140470624, 3.5887383375455366, 1.859516412040961, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
619,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114255022439256, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
620,792.7874775462425,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919257849468, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
621,792.7874775463195,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726580969331869, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
622,792.7874775461821,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.719251259725644, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
623,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101826099432113, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
624,792.7874115,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.343470387037975, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
625,792.7874863448027,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543590511254, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
626,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565926638357, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
627,792.7874773190309,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478796665833535, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
628,792.7874770755242,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534271873907213, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
629,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825366964889, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
630,792.7874774819178,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454768168022, 0.05299853626215201, 0.05690798352202253, 0.4102586267795991]"
631,792.7874773602936,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853705189174, 0.05690798352202253, 0.4102586267795991]"
632,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798437001757, 0.4102586267795991]"
633,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.0025478797045497196, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.05299853626215201, 0.05690798352202253, 0.4102586328929291]"
634,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
635,868.7016616,"[642.2613760702455, 3.644001669847358, 1.7569243125701173, 0.5114254946230918, -1.5836272066840555, -5.331803016043751, 4.016643506594807, 0.9101825963804338, 19.707688224694735, 1.971414170710546, 0.5787565840396905, -0.0011082507508403789, -0.0031690890174603196, 0.014581825149678762, 0.02176250469191532, 0.09623088434027872, 0.05690798352202253, 0.4102586267795991]"
636,792.7874775462238,"[642.26140470624, 3.5887383375455366, 1.8595163843320077, 0.5114254946230918, -1.5479919488518243, -4.726581039763415, 2.7192512192056433, 0.9101825963804338, 19.34347009879781, 2.101543559195815, 0.5787565840396905, -0.002547879704549719, -0.009534272015978937, 0.014581825149678762, 0.008322454644153784, 0.052998536262152, 0.05690798352202253, 0.4102586267795991]"
637,761.0721657493946,"[642.2614047313491, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
638,761.072166,"[642.2613951609085, 3.6071595020636744, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
639,761.0721664708487,"[642.2613951609085, 3.60715944831281, 1.8253190542774171, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
640,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114255022439256, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
641,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.559870344885355, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
642,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321625085811, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
643,761.0721657489411,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153619662492, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
