,Norm,Value
7901,374.8465801,"[199.7034665690111, 213.8583154181467, 44.56420578578003, 2514.4263229069397, -1639.0976317978275, 1332.9917525792123, -1686.4863012895448, 0.14443456963524803, -37.18985577710741, -5.794899774817648, 0.4617160736301653, 0.011938058493734669, -0.18432499494470425, 0.9324128895799227, -0.15758889567949075, 2.206721404783156, 0.6446854893672085, 0.6722548485660056]"
7902,353.12814501189274,"[198.2112883226433, 212.7253252289476, 43.934386553198195, 2514.4263229069397, -1640.9325690581625, 1341.924853276906, -1687.5056759374438, 0.14443456963524803, -37.28414499810398, -5.780098839083365, 0.4617160736301653, 0.011624900151014637, -0.18557113633631722, 0.9324128895799227, -0.1617907984122541, 2.1915311123590557, 0.6446854893672085, 0.6722548485660056]"
7903,352.9259787,"[198.70868403242267, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7904,352.9259783954218,"[198.70868107143258, 213.1029918008293, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7905,352.9259788464205,"[198.70868107143258, 213.1029886253473, 44.14432695519386, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7906,352.9259788593558,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.426360374812, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7907,352.9259785307236,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.320898862031, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7908,352.92597886840997,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.947172996209, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7909,352.92597852167086,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658592474134, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7910,352.9259788593558,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443457178749083, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7911,352.9260024984274,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271470266308, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7912,352.9259577120297,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032398124424, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7913,352.9259788593558,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.46171608051027097, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7914,352.92598079180584,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286440034634, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7915,352.92597525883104,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575311341045, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7916,352.9259788593558,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324129034739576, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7917,352.9259809691836,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016177799995, 2.1965945431670892, 0.6446854893672085, 0.6722548485660056]"
7918,352.9259758067026,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945758988985, 0.6446854893672085, 0.6722548485660056]"
7919,352.9259788593558,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854989737709, 0.6722548485660056]"
7920,352.9259788593558,"[198.70868107143258, 213.1029886253473, 44.14432629739214, 2514.4263229069397, -1640.3209233047176, 1338.9471530443416, -1687.1658843881441, 0.14443456963524803, -37.25271525777179, -5.785032484328126, 0.4617160736301653, 0.011729286265254648, -0.18515575587244623, 0.9324128895799227, -0.16039016416799964, 2.1965945431670892, 0.6446854893672085, 0.6722548585833834]"
7921,348.8544131141928,"[198.73243558313553, 213.17508571887234, 44.200413048125114, 2514.4263229069397, -1639.6379537056325, 1338.8043701641254, -1686.928736845418, 0.14443456963524803, -37.27541221146058, -5.78107642852528, 0.4617160736301653, 0.011584680869120307, -0.18512439008068177, 0.9324128895799227, -0.1620829125281743, 2.1969201176900124, 0.6446854893672085, 0.6722548485660056]"
7922,346.9518284061982,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7923,368.02000517248445,"[198.87496265335318, 213.60766828002258, 44.53693355252295, 2514.4263229069397, -1635.5401361111228, 1337.9476728828288, -1685.505851589061, 0.14443456963524803, -37.41159393359334, -5.7573400937082, 0.4617160736301653, 0.010717048492314259, -0.1849361953300949, 0.9324128895799227, -0.17223940268922233, 2.1988735648275513, 0.6446854893672085, 0.6722548485660056]"
7924,348.8544131141928,"[198.73243558313553, 213.17508571887234, 44.200413048125114, 2514.4263229069397, -1639.6379537056325, 1338.8043701641254, -1686.928736845418, 0.14443456963524803, -37.27541221146058, -5.78107642852528, 0.4617160736301653, 0.011584680869120307, -0.18512439008068177, 0.9324128895799227, -0.1620829125281743, 2.1969201176900124, 0.6446854893672085, 0.6722548485660056]"
7925,346.9518263046307,"[198.77994756859343, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7926,346.95182615696905,"[198.77994460654142, 213.31928308462741, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7927,346.9518283846377,"[198.77994460654142, 213.31927990592243, 44.31258720990006, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7928,346.9518284061982,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.426360374812, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7929,346.9518282271863,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2719900953073, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7930,346.9518284843876,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188243491775, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7931,346.9518281490601,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544166298363, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7932,346.9518284061982,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443457178749083, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7933,346.95181573287545,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.320805562714824, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7934,346.9518366730335,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164230892735, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7935,346.9518284061982,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.46171608051027097, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7936,346.95182802231045,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470245167244, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7937,346.95180953304424,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.18506165573951922, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7938,346.9518284061982,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324129034739576, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7939,346.95182787278515,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.1654684067828522, 2.1975712667358587, 0.6446854893672085, 0.6722548485660056]"
7940,346.95181047319926,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712994822225, 0.6446854893672085, 0.6722548485660056]"
7941,346.9518284061982,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854989737709, 0.6722548485660056]"
7942,346.9518284061982,"[198.77994460654142, 213.31927990592243, 44.31258654959106, 2514.4263229069397, -1638.2720145074627, 1338.5188044036931, -1686.4544417599657, 0.14443456963524803, -37.32080611883817, -5.773164316919587, 0.4617160736301653, 0.011295470076851624, -0.1850616584971528, 0.9324128895799227, -0.16546840924852366, 2.1975712667358587, 0.6446854893672085, 0.6722548585833834]"
7943,344.14403064962323,"[199.30287664188268, 213.7535732232557, 44.42841626670846, 2514.4263229069397, -1637.808733473821, 1336.9847468570317, -1686.2297510755186, 0.14443456963524803, -37.305699648314054, -5.775091693392478, 0.4617160736301653, 0.011332570273195541, -0.18485706861775292, 0.9324128895799227, -0.16495246815956932, 2.1999489896317526, 0.6446854893672085, 0.6722548485660056]"
7944,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7945,359.22876401044084,"[202.44046885393024, 216.35933312725527, 45.12339456941285, 2514.4263229069397, -1635.0290472719696, 1327.7804015770625, -1684.8816069688369, 0.14443456963524803, -37.215060825169374, -5.786655952229827, 0.4617160736301653, 0.011555171451259044, -0.18362952934135357, 0.9324128895799227, -0.16185682162584336, 2.2142153270071145, 0.6446854893672085, 0.6722548485660056]"
7946,344.14403064962306,"[199.30287664188268, 213.75357322325567, 44.42841626670846, 2514.4263229069397, -1637.808733473821, 1336.9847468570317, -1686.2297510755186, 0.14443456963524803, -37.305699648314054, -5.775091693392478, 0.4617160736301653, 0.011332570273195541, -0.18485706861775292, 0.9324128895799227, -0.16495246815956932, 2.1999489896317526, 0.6446854893672085, 0.6722548485660056]"
7947,343.13336126581555,"[200.34874369799408, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7948,343.1333631303087,"[200.3487407125652, 214.62216305604161, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7949,343.1333631385663,"[200.3487407125652, 214.6221598579222, 44.660076366430246, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7950,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.426360374812, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7951,343.1333628738492,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882147015092, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7952,343.13336316009185,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166516406153, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7953,343.1333628633059,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803445865397, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7954,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443457178749083, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7955,343.1333789,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.275486151817795, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7956,343.13334724002283,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946360225248, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7957,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.46171608051027097, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7958,343.13336451480563,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770835857503, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7959,343.1333615,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788611046542, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7960,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324129034739576, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7961,343.13336472015925,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058353905362, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7962,343.1333619569842,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.204704468276196, 0.6446854893672085, 0.6722548485660056]"
7963,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854989737709, 0.6722548485660056]"
7964,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548585833834]"
7965,340.5220559,"[200.84808812218796, 214.62612465812524, 44.72293749025896, 2514.4263229069397, -1636.1154039985497, 1333.6937742496862, -1685.511697186125, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
7966,341.5552710846691,"[201.84678294143353, 214.63405425853128, 44.848661068890344, 2514.4263229069397, -1634.581869182575, 1333.2480592216411, -1684.9743521451257, 0.14443456963524803, -37.336045758808474, -5.767010236447215, 0.4617160736301653, 0.01098590414266919, -0.184390199039624, 0.9324128895799227, -0.16886031414163039, 2.205212126717667, 0.6446854893672085, 0.6722548485660056]"
7967,343.1333631495494,"[200.3487407125652, 214.6221598579222, 44.66007570094326, 2514.4263229069397, -1636.882171406537, 1333.9166317637087, -1685.7803697066247, 0.14443456963524803, -37.27548670726583, -5.778946446338261, 0.4617160736301653, 0.011406770665883375, -0.18444788885895314, 0.9324128895799227, -0.16392058598166068, 2.20470443542354, 0.6446854893672085, 0.6722548485660056]"
7968,340.5220559240795,"[200.84809111505768, 214.62612465812524, 44.72293749025896, 2514.4263229069397, -1636.1154039985497, 1333.6937742496862, -1685.511697186125, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
7969,340.52205588958725,"[200.84808812218796, 214.62612785630373, 44.72293749025896, 2514.4263229069397, -1636.1154039985497, 1333.6937742496862, -1685.511697186125, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
7970,340.5220559747908,"[200.84808812218796, 214.62612465812524, 44.72293815668266, 2514.4263229069397, -1636.1154039985497, 1333.6937742496862, -1685.511697186125, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
7971,340.5220559,"[200.84808812218796, 214.62612465812524, 44.72293749025896, 2514.426360374812, -1636.1154039985497, 1333.6937742496862, -1685.511697186125, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
7972,340.52205570101074,"[200.84808812218796, 214.62612465812524, 44.72293749025896, 2514.4263229069397, -1636.1153796185304, 1333.6937742496862, -1685.511697186125, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
7973,340.5220559598676,"[200.84808812218796, 214.62612465812524, 44.72293749025896, 2514.4263229069397, -1636.1154039985497, 1333.693794123272, -1685.511697186125, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
7974,340.5220556684191,"[200.84808812218796, 214.62612465812524, 44.72293749025896, 2514.4263229069397, -1636.1154039985497, 1333.6937742496862, -1685.5116720700435, 0.14443456963524803, -37.29567305778004, -5.774967709707912, 0.4617160736301653, 0.01126648182481198, -0.18442865891917676, 0.9324128895799227, -0.16556716203498392, 2.2048736658549157, 0.6446854893672085, 0.6722548485660056]"
