         2666047 function calls (2625147 primitive calls) in 2.395 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 widgets.py:2474(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:71(WidgetHelper)
       24    0.000    0.000    0.000    0.000 base_component.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:1493(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 utils.py:428(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2584(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 core.py:2447(Keyword)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 themes.py:1406(_TrameConfig)
        1    0.000    0.000    0.000    0.000 bccache.py:46(Bucket)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:265(Condition)
        1    0.000    0.000    0.000    0.000 structures.py:110(MultiDict)
        1    0.000    0.000    0.000    0.000 reader.py:2464(XdmfReader)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 _interpolate.py:387(interp1d)
        1    0.000    0.000    0.000    0.000 serving.py:698(BaseWSGIServer)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:361(_text_encoding)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:105(NpzFile)
        1    0.000    0.000    0.000    0.000 interp.py:6(interp3d)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:464(VTKCompositeDataArray)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 ast.py:74(_convert_num)
       17    0.000    0.000    0.000    0.000 results.py:267(__iter__)
        1    0.000    0.000    0.000    0.000 art3d.py:852(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 colors.py:1881(SymLogNorm)
        1    0.000    0.000    0.000    0.000 integer.py:207(Int8Dtype)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1270(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        8    0.000    0.000    0.000    0.000 _base.py:1513(issparse)
        1    0.000    0.000    0.000    0.000 collections.py:1520(EventCollection)
        1    0.000    0.000    0.000    0.000 nodes.py:71(EvalContext)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 reader.py:2590(GaussianCubeReader)
        1    0.000    0.000    0.000    0.000 ctx.py:287(RequestContext)
       46    0.000    0.000    0.000    0.000 _internal.py:8(get_xp)
       25    0.000    0.000    0.000    0.000 __init__.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        1    0.000    0.000    0.000    0.000 composite.py:16(CompositeFilters)
        1    0.000    0.000    0.000    0.000 integer.py:256(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 frequencies.py:159(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 Image.py:3517(register_extensions)
        1    0.000    0.000    0.000    0.000 core.py:93(__compat__)
        1    0.000    0.000    0.000    0.000 image_sources.py:17(ImageEllipsoidSource)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 pytables.py:2846(GenericFixed)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1333(LineCollection)
        1    0.000    0.000    0.000    0.000 charts.py:1876(_MultiCompPlot)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:44(DOMBuilder)
        5    0.000    0.000    0.000    0.000 inspect.py:1465(repl)
       20    0.000    0.000    0.000    0.000 {method 'SetShadowAttenuation' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:2674(Fixed)
        1    0.000    0.000    0.000    0.000 rolling.py:120(BaseWindow)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3490(_Backend)
        1    0.000    0.000    0.000    0.000 sql.py:2089(ADBCDatabase)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(BuildError)
       20    0.000    0.000    0.000    0.000 {method 'SetAmbientColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
       20    0.000    0.000    0.000    0.000 {method 'SetIntensity' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        5    0.000    0.000    0.000    0.000 subprocess.py:1247(_check_timeout)
       20    0.000    0.000    0.000    0.000 themes.py:708(__init__)
       46    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 steering_link.py:8(SteeringLink)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 tire.py:8(Tire)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        8    0.000    0.000    0.000    0.000 renderers.py:286(__len__)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1488(BPoly)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        3    0.000    0.000    0.000    0.000 traceback.py:327(walk_stack)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 Image.py:3448(register_open)
       11    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        2    0.000    0.000    0.000    0.000 constructor.py:233(construct_yaml_bool)
        1    0.000    0.000    0.000    0.000 core.py:1352(make_mask_descr)
        1    0.000    0.000    0.000    0.000 common.py:1088(_BytesIOWrapper)
       12    0.000    0.000    0.000    0.000 period.py:108(_field_accessor)
        4    0.000    0.000    0.000    0.000 typing.py:2314(_strip_annotations)
        1    0.000    0.000    0.000    0.000 reader.py:1987(PVDReader)
       20    0.000    0.000    0.000    0.000 {method 'GetAmbientColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        1    0.000    0.000    0.000    0.000 utils.py:194(KeepOpenFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:346(PngStream)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6662(MaskedConstant)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3287(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        4    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        6    0.000    0.000    0.000    0.000 _compat.py:30(matches)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        4    0.000    0.000    0.000    0.000 numerictypes.py:233(obj2sctype)
        1    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 base.py:2412(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 mapper.py:32(_BaseMapper)
        1    0.000    0.000    0.000    0.000 _dash_renderer.py:10(_set_react_version)
        4    0.000    0.000    0.000    0.000 render_window_interactor.py:419(clear_key_event_callbacks)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       20    0.000    0.000    0.000    0.000 core.py:2676(<lambda>)
        1    0.000    0.000    0.000    0.000 full_suspension.py:9(FullSuspension)
        1    0.000    0.000    0.000    0.000 array_manager.py:599(ArrayManager)
        1    0.000    0.000    0.000    0.000 _base.py:543(BaseExcelReader)
       20    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       33    0.000    0.000    0.000    0.000 results.py:21(__init__)
        1    0.000    0.000    0.000    0.000 reader.py:618(TimeReader)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:111(ArrayAssociation)
        1    0.000    0.000    0.000    0.000 core.py:1501(__init__)
       20    0.000    0.000    0.000    0.000 {method 'GetLightType' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
       20    0.000    0.000    0.000    0.000 {method 'SetAttenuationValues' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        1    0.000    0.000    0.000    0.000 mapper.py:897(PointGaussianMapper)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(BaseLongCallbackManager)
       20    0.000    0.000    0.000    0.000 {method 'SetSpecularColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1503(XMLParser)
        1    0.000    0.000    0.000    0.000 records.py:281(recarray)
        1    0.000    0.000    0.000    0.000 composite_mapper.py:23(BlockAttributes)
        4    0.000    0.000    0.000    0.000 MF52.py:30(_init_consts)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 minidom.py:664(Element)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:118(VTKObjectWrapper)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 _nonlin.py:568(GenericBroyden)
        1    0.000    0.000    0.000    0.000 minidom.py:473(NamedNodeMap)
       13    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
        1    0.000    0.000    0.000    0.000 uuid.py:280(__str__)
        8    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 range.py:121(ContentRange)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 axis3d.py:739(XAxis)
        4    0.000    0.000    0.000    0.000 {method 'GetSize' of 'vtkmodules.vtkCommonCore.vtkWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 minidom.py:1546(Document)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        1    0.000    0.000    0.000    0.000 minidom.py:1308(DocumentType)
       12    0.000    0.000    0.000    0.000 distance.py:1685(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'SetInstance' of 'vtkmodules.vtkCommonCore.vtkOutputWindow' objects}
        1    0.000    0.000    0.000    0.000 themes.py:235(_LightingConfig)
        1    0.000    0.000    0.000    0.000 widgets.py:610(RangeSlider)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        4    0.000    0.000    0.000    0.000 {method 'SetDesiredUpdateRate' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
       20    0.000    0.000    0.000    0.000 {method 'SetDiffuseColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        9    0.000    0.000    0.000    0.000 subprocess.py:1239(_remaining_time)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1833(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:1016(machine)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:240(iTXt)
       12    0.000    0.000    0.000    0.000 core.py:5706(postParse)
        1    0.000    0.000    0.000    0.000 widgets.py:3755(PolygonSelector)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        5    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       56    0.000    0.000    0.000    0.000 accessors.py:169(<lambda>)
        1    0.000    0.000    0.000    0.000 express.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:71(UnivariateSpline)
       20    0.000    0.000    0.000    0.000 themes.py:726(width)
        4    0.000    0.000    0.000    0.000 core.py:3415(parseImpl)
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
       56    0.000    0.000    0.000    0.000 pathlib.py:176(_select_from)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        8    0.000    0.000    0.000    0.000 core.py:6607(isMaskedArray)
        1    0.000    0.000    0.000    0.000 themes.py:955(_Font)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:623(_calc_mode)
        1    0.000    0.000    0.000    0.000 transforms.py:1090(TransformedBbox)
        2    0.000    0.000    0.000    0.000 config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1338(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 charts.py:3984(ChartBox)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
        1    0.000    0.000    0.000    0.000 charts.py:4785(Charts)
        1    0.000    0.000    0.000    0.000 picking.py:90(PointPickingElementHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:322(CDLL)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerStepPatch)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 _interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 axis3d.py:747(YAxis)
       20    0.000    0.000    0.000    0.000 {method 'SetFocalPoint' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        2    0.000    0.000    0.000    0.000 traceback.py:265(__init__)
       45    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 models.py:296(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 _process_tir.py:1(_Processor)
        1    0.000    0.000    0.000    0.000 core.py:8514(_convert2ma)
        1    0.000    0.000    0.000    0.000 decorators.py:75(decorator)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 integer.py:249(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(TemplateError)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 core.py:2367(Literal)
       15    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
        1    0.000    0.000    0.000    0.000 plotter.py:6509(Plotter)
        2    0.000    0.000    0.000    0.000 rcsetup.py:582(validate_sketch)
       21    0.000    0.000    0.000    0.000 core.py:3743(recurse)
        1    0.000    0.000    0.000    0.000 dviread.py:991(_LuatexKpsewhich)
        2    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:71(PythonParser)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:629(_Stream)
        1    0.000    0.000    0.000    0.000 managers.py:1825(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 dependencies.py:29(DashDependency)
        1    0.000    0.000    0.000    0.000 locks.py:445(Barrier)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        2    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 base_events.py:208(_SendfileFallbackProtocol)
       26    0.000    0.000    0.000    0.000 lexer.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 _cast_array.py:1(<module>)
       30    0.000    0.000    0.000    0.000 results.py:258(__contains__)
        1    0.000    0.000    0.000    0.000 mapper.py:369(_DataSetMapper)
       49    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:209(dummy_ctype)
        1    0.000    0.000    0.000    0.000 selector_events.py:931(_SelectorSocketTransport)
        5    0.000    0.000    0.000    0.000 rcsetup.py:596(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 _plotting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 colors.py:560(ColorConverter)
        1    0.000    0.000    0.000    0.000 _internal.py:260(_ctypes)
        1    0.000    0.000    0.000    0.000 colors.py:1459(TwoSlopeNorm)
       42    0.000    0.000    0.000    0.000 multiarray.py:1089(copyto)
       20    0.000    0.000    0.000    0.000 {method 'SetTransformMatrix' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
       30    0.000    0.000    0.000    0.000 core.py:4233(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        9    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
       93    0.000    0.000    0.000    0.000 local.py:307(__set_name__)
       18    0.000    0.000    0.000    0.000 _data.py:147(_create_method)
       13    0.000    0.000    0.000    0.000 _internal.py:937(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 themes.py:1129(_SliderStyleConfig)
        1    0.000    0.000    0.000    0.000 readers.py:1568(TextFileReader)
        1    0.000    0.000    0.000    0.000 nodes.py:644(List)
        1    0.000    0.000    0.000    0.000 widgets.py:2999(ToolHandles)
        1    0.000    0.000    0.000    0.000 __init__.py:175(Path)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:700(PngImageFile)
        1    0.000    0.000    0.000    0.000 unix_events.py:833(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 affine_widget.py:104(AffineWidget3D)
        1    0.000    0.000    0.000    0.000 geometric_sources.py:2427(BoxSource)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 axle.py:9(Axle)
        1    0.000    0.000    0.000    0.000 utils.py:25(PlotlyJSONEncoder)
       12    0.000    0.000    0.000    0.000 dataset_adapter.py:420(add_reverse_numeric_op)
       17    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'SetConeAngle' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
       20    0.000    0.000    0.000    0.000 {method 'SetPositional' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        1    0.000    0.000    0.000    0.000 socketserver.py:392(TCPServer)
        1    0.000    0.000    0.000    0.000 renderer.py:177(CameraPosition)
        1    0.000    0.000    0.000    0.000 transforms.py:2577(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        1    0.000    0.000    0.000    0.000 sql.py:1443(PandasSQL)
        1    0.000    0.000    0.000    0.000 wsgi.py:425(LimitedStream)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1264(XMLPullParser)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:124(__subclasshook__)
       20    0.000    0.000    0.000    0.000 {method 'SetPosition' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        1    0.000    0.000    0.000    0.000 py310.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
        8    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 config.py:20(ConfigAttribute)
        1    0.000    0.000    0.000    0.000 gridspec.py:303(GridSpec)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2701(Word)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3432(White)
        1    0.000    0.000    0.000    0.000 reader.py:824(EnSightReader)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _internal.py:123(_DictAccessorProperty)
        1    0.000    0.000    0.000    0.000 html.py:154(_HtmlFrameParser)
       13    0.000    0.000    0.000    0.000 utils.py:63(pass_environment)
        1    0.000    0.000    0.000    0.000 utils.py:434(_postinit)
        1    0.000    0.000    0.000    0.000 _dia.py:19(_dia_base)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1751(ParserState)
        1    0.000    0.000    0.000    0.000 axis.py:2561(YAxis)
        1    0.000    0.000    0.000    0.000 gzip.py:78(_PaddedFile)
        1    0.000    0.000    0.000    0.000 render_passes.py:23(RenderPasses)
       11    0.000    0.000    0.000    0.000 utils.py:81(from_obj)
        1    0.000    0.000    0.000    0.000 threading.py:857(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 reader.py:1195(POpenFOAMReader)
       26    0.000    0.000    0.000    0.000 core.py:4232(<genexpr>)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1349(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        1    0.000    0.000    0.000    0.000 picking.py:255(PickingInterface)
        8    0.000    0.000    0.000    0.000 utils.py:46(pass_eval_context)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 observers.py:101(Observer)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 sessions.py:112(SessionInterface)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1030(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        1    0.000    0.000    0.000    0.000 structures.py:655(CombinedMultiDict)
        4    0.000    0.000    0.000    0.000 core.py:5046(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1403(StructuredVoidFormat)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 pointset.py:2690(ExplicitStructuredGrid)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 minidom.py:345(Attr)
        1    0.000    0.000    0.000    0.000 scale.py:310(FuncScaleLog)
        2    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 ops.py:364(BinOp)
       22    0.000    0.000    0.000    0.000 expr.py:294(_op_maker)
        2    0.000    0.000    0.000    0.000 rcsetup.py:793(_validate_legend_loc)
        1    0.000    0.000    0.000    0.000 unicode.py:244(Hiragana)
       34    0.000    0.000    0.000    0.000 core.py:1924(recurse)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 py39.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:333(__init__)
        1    0.000    0.000    0.000    0.000 composite_mapper.py:522(CompositePolyDataMapper)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
       10    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:201(add_reverse_numeric_op)
        1    0.000    0.000    0.000    0.000 ops.py:953(BinGrouper)
        1    0.000    0.000    0.000    0.000 art3d.py:372(Line3DCollection)
       40    0.000    0.000    0.000    0.000 lights.py:1224(renderers)
        1    0.000    0.000    0.000    0.000 headers.py:13(Headers)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 cbook.py:930(GrouperView)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1024(PPoly)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        5    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        1    0.000    0.000    0.000    0.000 server.py:979(CGIHTTPRequestHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        1    0.000    0.000    0.000    0.000 widgets.py:991(CheckButtons)
        1    0.000    0.000    0.000    0.000 text.py:1445(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 idtracking.py:174(RootVisitor)
        1    0.000    0.000    0.000    0.000 info.py:716(_TableBuilderAbstract)
        5    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
